year,window,district,pred,lo80,hi80,lo95,hi95
2021,2021-09-03,Ludhiana,6.5e-05,0.0,0.002147,0.0,0.009403
2021,2021-09-03,Mansa,6.5e-05,0.0,0.002147,0.0,0.009403
2021,2021-09-03,Moga,6.9e-05,0.0,0.002151,0.0,0.009407
2021,2021-09-03,Muktsar,6.5e-05,0.0,0.002147,0.0,0.009403
2021,2021-09-03,Nawanshahr,0.000104,0.0,0.002186,0.0,0.009442
2021,2021-09-03,Patiala,0.000137,0.0,0.002218,0.0,0.009474
2021,2021-09-03,Rupnagar,5.4e-05,0.0,0.002136,0.0,0.009392
2021,2021-09-03,Sahibzada Ajit Singh Nagar,3.5e-05,0.0,0.002116,0.0,0.009372
2021,2021-09-03,Sangrur,0.000299,0.0,0.002381,0.0,0.009637
2021,2021-09-03,Tarn Taran,0.000568,0.0,0.00265,0.0,0.009906
2021,2021-09-13,Amritsar,0.000142,0.0,0.002224,0.0,0.00948
2021,2021-09-13,Barnala,5.8e-05,0.0,0.00214,0.0,0.009396
2021,2021-09-13,Bathinda,7.4e-05,0.0,0.002156,0.0,0.009412
2021,2021-09-13,Faridkot,5.4e-05,0.0,0.002136,0.0,0.009392
2021,2021-09-13,Fatehgarh Sahib,6.8e-05,0.0,0.00215,0.0,0.009406
2021,2021-09-13,Firozpur,0.000341,0.0,0.002423,0.0,0.009679
2021,2021-09-13,Gurdaspur,0.000124,0.0,0.002206,0.0,0.009462
2021,2021-09-13,Hoshiarpur,7.4e-05,0.0,0.002156,0.0,0.009412
2021,2021-09-13,Jalandhar,0.000205,0.0,0.002287,0.0,0.009543
2021,2021-09-13,Kapurthala,0.000138,0.0,0.00222,0.0,0.009476
2021,2021-09-13,Ludhiana,9.1e-05,0.0,0.002172,0.0,0.009428
2021,2021-09-13,Mansa,9.1e-05,0.0,0.002172,0.0,0.009428
2021,2021-09-13,Moga,9.1e-05,0.0,0.002172,0.0,0.009428
2021,2021-09-13,Muktsar,9.4e-05,0.0,0.002176,0.0,0.009432
2021,2021-09-13,Nawanshahr,0.000121,0.0,0.002202,0.0,0.009458
2021,2021-09-13,Patiala,0.000109,0.0,0.002191,0.0,0.009447
2021,2021-09-13,Rupnagar,7e-05,0.0,0.002152,0.0,0.009408
2021,2021-09-13,Sahibzada Ajit Singh Nagar,5.4e-05,0.0,0.002136,0.0,0.009392
2021,2021-09-13,Sangrur,9.5e-05,0.0,0.002177,0.0,0.009433
2021,2021-09-13,Tarn Taran,0.000437,0.0,0.002518,0.0,0.009774
2021,2021-09-23,Amritsar,9.8e-05,0.0,0.00218,0.0,0.009436
2021,2021-09-23,Barnala,2.8e-05,0.0,0.00211,0.0,0.009366
2021,2021-09-23,Bathinda,3.4e-05,0.0,0.002116,0.0,0.009372
2021,2021-09-23,Faridkot,2.5e-05,0.0,0.002107,0.0,0.009363
2021,2021-09-23,Fatehgarh Sahib,2.8e-05,0.0,0.00211,0.0,0.009366
2021,2021-09-23,Firozpur,-1.8e-05,0.0,0.002064,0.0,0.00932
2021,2021-09-23,Gurdaspur,8.8e-05,0.0,0.00217,0.0,0.009426
2021,2021-09-23,Hoshiarpur,3.4e-05,0.0,0.002116,0.0,0.009372
2021,2021-09-23,Jalandhar,0.000157,0.0,0.002238,0.0,0.009494
2021,2021-09-23,Kapurthala,0.0001,0.0,0.002182,0.0,0.009438
2021,2021-09-23,Ludhiana,4.2e-05,0.0,0.002124,0.0,0.00938
2021,2021-09-23,Mansa,4.2e-05,0.0,0.002124,0.0,0.00938
2021,2021-09-23,Moga,4.6e-05,0.0,0.002128,0.0,0.009384
2021,2021-09-23,Muktsar,4.2e-05,0.0,0.002124,0.0,0.00938
2021,2021-09-23,Nawanshahr,8.1e-05,0.0,0.002163,0.0,0.009419
2021,2021-09-23,Patiala,7.3e-05,0.0,0.002155,0.0,0.009411
2021,2021-09-23,Rupnagar,3e-05,0.0,0.002112,0.0,0.009368
2021,2021-09-23,Sahibzada Ajit Singh Nagar,2.5e-05,0.0,0.002107,0.0,0.009363
2021,2021-09-23,Sangrur,5.9e-05,0.0,0.002141,0.0,0.009397
2021,2021-09-23,Tarn Taran,0.000348,0.0,0.002429,0.0,0.009685
2022,2022-07-25,Amritsar,0.002084,0.0,0.004193,0.0,0.011477
2022,2022-07-25,Barnala,-0.003119,0.0,-0.00101,0.0,0.006274
2022,2022-07-25,Bathinda,1e-06,0.0,0.002109,0.0,0.009393
2022,2022-07-25,Faridkot,-0.000197,0.0,0.001912,0.0,0.009196
2022,2022-07-25,Fatehgarh Sahib,0.000673,0.0,0.002781,0.0,0.010065
2022,2022-07-25,Firozpur,0.007315,0.005206,0.009423,0.0,0.016707
2022,2022-07-25,Gurdaspur,0.001007,0.0,0.003115,0.0,0.010399
2022,2022-07-25,Hoshiarpur,0.000103,0.0,0.002212,0.0,0.009496
2022,2022-07-25,Jalandhar,0.000715,0.0,0.002823,0.0,0.010107
2022,2022-07-25,Kapurthala,0.010241,0.008133,0.01235,0.000849,0.019634
2022,2022-07-25,Ludhiana,0.000635,0.0,0.002743,0.0,0.010028
2022,2022-07-25,Mansa,-9e-05,0.0,0.002019,0.0,0.009303
2022,2022-07-25,Moga,0.001142,0.0,0.003251,0.0,0.010535
2022,2022-07-25,Muktsar,0.000828,0.0,0.002936,0.0,0.01022
2022,2022-07-25,Nawanshahr,0.000484,0.0,0.002593,0.0,0.009877
2022,2022-07-25,Patiala,-0.001609,0.0,0.0005,0.0,0.007784
2022,2022-07-25,Rupnagar,-3.7e-05,0.0,0.002071,0.0,0.009355
2022,2022-07-25,Sahibzada Ajit Singh Nagar,0.001174,0.0,0.003283,0.0,0.010567
2022,2022-07-25,Sangrur,-0.002269,0.0,-0.00016,0.0,0.007124
2022,2022-07-25,Tarn Taran,0.005742,0.003633,0.00785,0.0,0.015135
2022,2022-08-04,Amritsar,0.00032,0.0,0.002429,0.0,0.009713
2022,2022-08-04,Barnala,-3.1e-05,0.0,0.002078,0.0,0.009362
2022,2022-08-04,Bathinda,-7e-06,0.0,0.002102,0.0,0.009386
2022,2022-08-04,Faridkot,0.000174,0.0,0.002283,0.0,0.009567
2022,2022-08-04,Fatehgarh Sahib,5.2e-05,0.0,0.00216,0.0,0.009445
2022,2022-08-04,Firozpur,0.000393,0.0,0.002502,0.0,0.009786
2022,2022-08-04,Gurdaspur,0.000296,0.0,0.002405,0.0,0.009689
2022,2022-08-04,Hoshiarpur,-0.000112,0.0,0.001997,0.0,0.009281
2022,2022-08-04,Jalandhar,0.000333,0.0,0.002442,0.0,0.009726
2022,2022-08-04,Kapurthala,0.000446,0.0,0.002554,0.0,0.009838
2022,2022-08-04,Ludhiana,6.5e-05,0.0,0.002174,0.0,0.009458
2022,2022-08-04,Mansa,0.000167,0.0,0.002275,0.0,0.009559
2022,2022-08-04,Moga,5.7e-05,0.0,0.002166,0.0,0.00945
2022,2022-08-04,Muktsar,1.2e-05,0.0,0.002121,0.0,0.009405
2022,2022-08-04,Nawanshahr,-3.1e-05,0.0,0.002077,0.0,0.009362
2022,2022-08-04,Patiala,0.000166,0.0,0.002274,0.0,0.009558
2022,2022-08-04,Rupnagar,0.000271,0.0,0.00238,0.0,0.009664
2022,2022-08-04,Sahibzada Ajit Singh Nagar,-4e-05,0.0,0.002068,0.0,0.009352
2022,2022-08-04,Sangrur,0.000184,0.0,0.002292,0.0,0.009576
2022,2022-08-04,Tarn Taran,0.000553,0.0,0.002661,0.0,0.009945
2022,2022-08-14,Amritsar,0.000171,0.0,0.00228,0.0,0.009564
2022,2022-08-14,Barnala,5.1e-05,0.0,0.002159,0.0,0.009443
2022,2022-08-14,Bathinda,8.5e-05,0.0,0.002194,0.0,0.009478
2022,2022-08-14,Faridkot,5.5e-05,0.0,0.002164,0.0,0.009448
2022,2022-08-14,Fatehgarh Sahib,7.8e-05,0.0,0.002187,0.0,0.009471
2022,2022-08-14,Firozpur,0.001229,0.0,0.003338,0.0,0.010622
2022,2022-08-14,Gurdaspur,0.000188,0.0,0.002297,0.0,0.009581
2022,2022-08-14,Hoshiarpur,8.5e-05,0.0,0.002194,0.0,0.009478
2022,2022-08-14,Jalandhar,0.000226,0.0,0.002334,0.0,0.009618
2022,2022-08-14,Kapurthala,0.001042,0.0,0.003151,0.0,0.010435
2022,2022-08-14,Ludhiana,0.000113,0.0,0.002222,0.0,0.009506
2022,2022-08-14,Mansa,0.000235,0.0,0.002343,0.0,0.009627
2022,2022-08-14,Moga,0.000113,0.0,0.002222,0.0,0.009506
2022,2022-08-14,Muktsar,0.001036,0.0,0.003145,0.0,0.010429
2022,2022-08-14,Nawanshahr,0.000169,0.0,0.002277,0.0,0.009561
2022,2022-08-14,Patiala,0.000133,0.0,0.002242,0.0,0.009526
2022,2022-08-14,Rupnagar,9.7e-05,0.0,0.002206,0.0,0.00949
2022,2022-08-14,Sahibzada Ajit Singh Nagar,4.3e-05,0.0,0.002151,0.0,0.009435
2022,2022-08-14,Sangrur,0.000135,0.0,0.002243,0.0,0.009527
2022,2022-08-14,Tarn Taran,0.001106,0.0,0.003215,0.0,0.010499
2022,2022-08-24,Amritsar,9.8e-05,0.0,0.002206,0.0,0.009491
2022,2022-08-24,Barnala,2e-06,0.0,0.002111,0.0,0.009395
2022,2022-08-24,Bathinda,0.000306,0.0,0.002414,0.0,0.009698
2022,2022-08-24,Faridkot,-6e-06,0.0,0.002103,0.0,0.009387
2022,2022-08-24,Fatehgarh Sahib,1.1e-05,0.0,0.00212,0.0,0.009404
2022,2022-08-24,Firozpur,0.000679,0.0,0.002787,0.0,0.010071
2022,2022-08-24,Gurdaspur,0.000297,0.0,0.002406,0.0,0.00969
2022,2022-08-24,Hoshiarpur,1.2e-05,0.0,0.00212,0.0,0.009404
2022,2022-08-24,Jalandhar,0.000139,0.0,0.002248,0.0,0.009532
2022,2022-08-24,Kapurthala,0.001066,0.0,0.003175,0.0,0.010459
2022,2022-08-24,Ludhiana,4e-05,0.0,0.002149,0.0,0.009433
2022,2022-08-24,Mansa,0.000239,0.0,0.002347,0.0,0.009631
2022,2022-08-24,Moga,4e-05,0.0,0.002149,0.0,0.009433
2022,2022-08-24,Muktsar,0.001017,0.0,0.003126,0.0,0.01041
2022,2022-08-24,Nawanshahr,9.5e-05,0.0,0.002204,0.0,0.009488
2022,2022-08-24,Patiala,0.000453,0.0,0.002561,0.0,0.009845
2022,2022-08-24,Rupnagar,1.2e-05,0.0,0.00212,0.0,0.009404
2022,2022-08-24,Sahibzada Ajit Singh Nagar,-6e-06,0.0,0.002103,0.0,0.009387
2022,2022-08-24,Sangrur,4.9e-05,0.0,0.002158,0.0,0.009442
2022,2022-08-24,Tarn Taran,0.001261,0.0,0.003369,0.0,0.010653
2022,2022-09-03,Amritsar,7.7e-05,0.0,0.002186,0.0,0.00947
2022,2022-09-03,Barnala,-1.6e-05,0.0,0.002093,0.0,0.009377
2022,2022-09-03,Bathinda,-9e-06,0.0,0.0021,0.0,0.009384
2022,2022-09-03,Faridkot,-2.6e-05,0.0,0.002082,0.0,0.009366
2022,2022-09-03,Fatehgarh Sahib,-9e-06,0.0,0.002099,0.0,0.009383
2022,2022-09-03,Firozpur,0.000326,0.0,0.002434,0.0,0.009718
2022,2022-09-03,Gurdaspur,0.000131,0.0,0.00224,0.0,0.009524
2022,2022-09-03,Hoshiarpur,-9e-06,0.0,0.0021,0.0,0.009384
2022,2022-09-03,Jalandhar,0.000334,0.0,0.002443,0.0,0.009727
2022,2022-09-03,Kapurthala,0.001463,0.0,0.003571,0.0,0.010855
2022,2022-09-03,Ludhiana,9.3e-05,0.0,0.002201,0.0,0.009485
2022,2022-09-03,Mansa,6.4e-05,0.0,0.002172,0.0,0.009456
2022,2022-09-03,Moga,9.3e-05,0.0,0.002201,0.0,0.009485
2022,2022-09-03,Muktsar,0.000205,0.0,0.002314,0.0,0.009598
2022,2022-09-03,Nawanshahr,7.5e-05,0.0,0.002183,0.0,0.009468
2022,2022-09-03,Patiala,2e-05,0.0,0.002128,0.0,0.009412
2022,2022-09-03,Rupnagar,-9e-06,0.0,0.0021,0.0,0.009384
2022,2022-09-03,Sahibzada Ajit Singh Nagar,-2.6e-05,0.0,0.002082,0.0,0.009366
2022,2022-09-03,Sangrur,2.9e-05,0.0,0.002137,0.0,0.009421
2022,2022-09-03,Tarn Taran,0.002474,0.000365,0.004582,0.0,0.011866
2022,2022-09-13,Amritsar,4.8e-05,0.0,0.002157,0.0,0.009441
2022,2022-09-13,Barnala,-1.3e-05,0.0,0.002095,0.0,0.009379
2022,2022-09-13,Bathinda,-1e-06,0.0,0.002107,0.0,0.009391
2022,2022-09-13,Faridkot,-1.9e-05,0.0,0.00209,0.0,0.009374
2022,2022-09-13,Fatehgarh Sahib,-7e-06,0.0,0.002102,0.0,0.009386
2022,2022-09-13,Firozpur,-0.000256,0.0,0.001853,0.0,0.009137
2022,2022-09-13,Gurdaspur,3.1e-05,0.0,0.00214,0.0,0.009424
2022,2022-09-13,Hoshiarpur,-4e-06,0.0,0.002105,0.0,0.009389
2022,2022-09-13,Jalandhar,8.7e-05,0.0,0.002196,0.0,0.00948
2022,2022-09-13,Kapurthala,-8.6e-05,0.0,0.002022,0.0,0.009306
2022,2022-09-13,Ludhiana,2.4e-05,0.0,0.002133,0.0,0.009417
2022,2022-09-13,Mansa,-2e-06,0.0,0.002107,0.0,0.009391
2022,2022-09-13,Moga,2.7e-05,0.0,0.002136,0.0,0.00942
2022,2022-09-13,Muktsar,-2e-06,0.0,0.002107,0.0,0.009391
2022,2022-09-13,Nawanshahr,4.6e-05,0.0,0.002155,0.0,0.009439
2022,2022-09-13,Patiala,-9e-06,0.0,0.0021,0.0,0.009384
2022,2022-09-13,Rupnagar,-4e-06,0.0,0.002105,0.0,0.009389
2022,2022-09-13,Sahibzada Ajit Singh Nagar,-2.1e-05,0.0,0.002087,0.0,0.009371
2022,2022-09-13,Sangrur,-0.0,0.0,0.002108,0.0,0.009392
2022,2022-09-13,Tarn Taran,0.000706,0.0,0.002814,0.0,0.010098
2022,2022-09-23,Amritsar,0.000142,0.0,0.002251,0.0,0.009535
2022,2022-09-23,Barnala,4.4e-05,0.0,0.002153,0.0,0.009437
2022,2022-09-23,Bathinda,7.8e-05,0.0,0.002187,0.0,0.009471
2022,2022-09-23,Faridkot,3.6e-05,0.0,0.002145,0.0,0.009429
2022,2022-09-23,Fatehgarh Sahib,5.9e-05,0.0,0.002168,0.0,0.009452
2022,2022-09-23,Firozpur,0.000482,0.0,0.00259,0.0,0.009874
2022,2022-09-23,Gurdaspur,0.000154,0.0,0.002263,0.0,0.009547
2022,2022-09-23,Hoshiarpur,7.8e-05,0.0,0.002187,0.0,0.009471
2022,2022-09-23,Jalandhar,0.000185,0.0,0.002293,0.0,0.009577
2022,2022-09-23,Kapurthala,0.000966,0.0,0.003075,0.0,0.010359
2022,2022-09-23,Ludhiana,0.000107,0.0,0.002215,0.0,0.009499
2022,2022-09-23,Mansa,9e-05,0.0,0.002198,0.0,0.009482
2022,2022-09-23,Moga,0.000107,0.0,0.002215,0.0,0.009499
2022,2022-09-23,Muktsar,9e-05,0.0,0.002198,0.0,0.009482
2022,2022-09-23,Nawanshahr,0.00014,0.0,0.002249,0.0,0.009533
2022,2022-09-23,Patiala,0.000104,0.0,0.002213,0.0,0.009497
2022,2022-09-23,Rupnagar,7.8e-05,0.0,0.002187,0.0,0.009471
2022,2022-09-23,Sahibzada Ajit Singh Nagar,3.6e-05,0.0,0.002145,0.0,0.009429
2022,2022-09-23,Sangrur,0.000106,0.0,0.002215,0.0,0.009499
2022,2022-09-23,Tarn Taran,0.00161,0.0,0.003719,0.0,0.011003
2023,2023-07-25,Amritsar,0.001662,0.0,0.003368,0.0,0.009989
2023,2023-07-25,Barnala,0.000136,0.0,0.001841,0.0,0.008462
2023,2023-07-25,Bathinda,0.000407,0.0,0.002112,0.0,0.008733
2023,2023-07-25,Faridkot,0.002425,0.000719,0.00413,0.0,0.010751
2023,2023-07-25,Fatehgarh Sahib,0.002165,0.00046,0.003871,0.0,0.010492
2023,2023-07-25,Firozpur,0.004753,0.003048,0.006458,0.0,0.013079
2023,2023-07-25,Gurdaspur,0.003078,0.001372,0.004783,0.0,0.011404
2023,2023-07-25,Hoshiarpur,0.002221,0.000516,0.003926,0.0,0.010547
2023,2023-07-25,Jalandhar,0.002395,0.000689,0.0041,0.0,0.010721
2023,2023-07-25,Kapurthala,0.008889,0.007184,0.010595,0.000563,0.017216
2023,2023-07-25,Ludhiana,0.001698,0.0,0.003404,0.0,0.010025
2023,2023-07-25,Mansa,0.003145,0.001439,0.00485,0.0,0.011471
2023,2023-07-25,Moga,0.002796,0.001091,0.004501,0.0,0.011122
2023,2023-07-25,Muktsar,0.00105,0.0,0.002756,0.0,0.009377
2023,2023-07-25,Nawanshahr,0.002112,0.000407,0.003818,0.0,0.010439
2023,2023-07-25,Patiala,0.001935,0.000229,0.00364,0.0,0.010261
2023,2023-07-25,Rupnagar,0.000911,0.0,0.002617,0.0,0.009238
2023,2023-07-25,Sahibzada Ajit Singh Nagar,0.002142,0.000437,0.003847,0.0,0.010468
2023,2023-07-25,Sangrur,0.002424,0.000719,0.004129,0.0,0.01075
2023,2023-07-25,Tarn Taran,0.007649,0.005944,0.009355,0.0,0.015976
2023,2023-08-04,Amritsar,0.001732,2.7e-05,0.003437,0.0,0.010058
2023,2023-08-04,Barnala,0.000908,0.0,0.002614,0.0,0.009235
2023,2023-08-04,Bathinda,3.6e-05,0.0,0.001742,0.0,0.008363
2023,2023-08-04,Faridkot,0.000258,0.0,0.001964,0.0,0.008585
2023,2023-08-04,Fatehgarh Sahib,0.000624,0.0,0.002329,0.0,0.00895
2023,2023-08-04,Firozpur,0.002623,0.000918,0.004329,0.0,0.01095
2023,2023-08-04,Gurdaspur,0.001226,0.0,0.002932,0.0,0.009553
2023,2023-08-04,Hoshiarpur,0.000384,0.0,0.00209,0.0,0.008711
2023,2023-08-04,Jalandhar,0.001619,0.0,0.003324,0.0,0.009945
2023,2023-08-04,Kapurthala,0.006424,0.004719,0.00813,0.0,0.014751
2023,2023-08-04,Ludhiana,0.000648,0.0,0.002353,0.0,0.008974
2023,2023-08-04,Mansa,0.001349,0.0,0.003054,0.0,0.009675
2023,2023-08-04,Moga,0.002913,0.001207,0.004618,0.0,0.011239
2023,2023-08-04,Muktsar,0.000148,0.0,0.001853,0.0,0.008474
2023,2023-08-04,Nawanshahr,0.000377,0.0,0.002083,0.0,0.008704
2023,2023-08-04,Patiala,0.001085,0.0,0.00279,0.0,0.009411
2023,2023-08-04,Rupnagar,0.000265,0.0,0.00197,0.0,0.008591
2023,2023-08-04,Sahibzada Ajit Singh Nagar,0.000106,0.0,0.001811,0.0,0.008432
2023,2023-08-04,Sangrur,0.002268,0.000563,0.003974,0.0,0.010595
2023,2023-08-04,Tarn Taran,0.005253,0.003548,0.006958,0.0,0.013579
2023,2023-08-14,Amritsar,0.000395,0.0,0.002101,0.0,0.008722
2023,2023-08-14,Barnala,-0.0,0.0,0.001705,0.0,0.008326
2023,2023-08-14,Bathinda,9e-06,0.0,0.001715,0.0,0.008336
2023,2023-08-14,Faridkot,1e-05,0.0,0.001715,0.0,0.008336
2023,2023-08-14,Fatehgarh Sahib,3.7e-05,0.0,0.001743,0.0,0.008364
2023,2023-08-14,Firozpur,0.002596,0.000891,0.004302,0.0,0.010923
2023,2023-08-14,Gurdaspur,0.000515,0.0,0.002221,0.0,0.008842
2023,2023-08-14,Hoshiarpur,0.000123,0.0,0.001829,0.0,0.00845
2023,2023-08-14,Jalandhar,0.00168,0.0,0.003385,0.0,0.010006
2023,2023-08-14,Kapurthala,0.002774,0.001069,0.004479,0.0,0.0111
2023,2023-08-14,Ludhiana,0.000455,0.0,0.00216,0.0,0.008781
2023,2023-08-14,Mansa,0.001254,0.0,0.002959,0.0,0.00958
2023,2023-08-14,Moga,0.001697,0.0,0.003402,0.0,0.010023
2023,2023-08-14,Muktsar,6.2e-05,0.0,0.001768,0.0,0.008389
2023,2023-08-14,Nawanshahr,0.000744,0.0,0.002449,0.0,0.00907
2023,2023-08-14,Patiala,0.002084,0.000378,0.003789,0.0,0.01041
2023,2023-08-14,Rupnagar,5.5e-05,0.0,0.00176,0.0,0.008381
2023,2023-08-14,Sahibzada Ajit Singh Nagar,4.6e-05,0.0,0.001751,0.0,0.008372
2023,2023-08-14,Sangrur,0.002269,0.000563,0.003974,0.0,0.010595
2023,2023-08-14,Tarn Taran,0.00293,0.001225,0.004635,0.0,0.011256
2023,2023-08-24,Amritsar,0.000381,0.0,0.002087,0.0,0.008708
2023,2023-08-24,Barnala,-4.5e-05,0.0,0.00166,0.0,0.008281
2023,2023-08-24,Bathinda,-3.6e-05,0.0,0.00167,0.0,0.008291
2023,2023-08-24,Faridkot,-4.5e-05,0.0,0.00166,0.0,0.008281
2023,2023-08-24,Fatehgarh Sahib,-3.9e-05,0.0,0.001667,0.0,0.008288
2023,2023-08-24,Firozpur,0.001281,0.0,0.002987,0.0,0.009608
2023,2023-08-24,Gurdaspur,0.001163,0.0,0.002869,0.0,0.00949
2023,2023-08-24,Hoshiarpur,0.000677,0.0,0.002382,0.0,0.009003
2023,2023-08-24,Jalandhar,0.001206,0.0,0.002912,0.0,0.009533
2023,2023-08-24,Kapurthala,0.002317,0.000612,0.004023,0.0,0.010644
2023,2023-08-24,Ludhiana,0.000483,0.0,0.002188,0.0,0.008809
2023,2023-08-24,Mansa,0.000437,0.0,0.002143,0.0,0.008764
2023,2023-08-24,Moga,0.001073,0.0,0.002778,0.0,0.009399
2023,2023-08-24,Muktsar,-2.9e-05,0.0,0.001677,0.0,0.008298
2023,2023-08-24,Nawanshahr,0.000285,0.0,0.001991,0.0,0.008612
2023,2023-08-24,Patiala,0.000199,0.0,0.001904,0.0,0.008525
2023,2023-08-24,Rupnagar,0.000183,0.0,0.001889,0.0,0.00851
2023,2023-08-24,Sahibzada Ajit Singh Nagar,-3e-05,0.0,0.001675,0.0,0.008296
2023,2023-08-24,Sangrur,0.001356,0.0,0.003061,0.0,0.009682
2023,2023-08-24,Tarn Taran,0.001962,0.000256,0.003667,0.0,0.010288
2023,2023-09-03,Amritsar,0.000524,0.0,0.002229,0.0,0.00885
2023,2023-09-03,Barnala,0.000102,0.0,0.001808,0.0,0.008429
2023,2023-09-03,Bathinda,-2.9e-05,0.0,0.001676,0.0,0.008297
2023,2023-09-03,Faridkot,-3.9e-05,0.0,0.001667,0.0,0.008288
2023,2023-09-03,Fatehgarh Sahib,-3.2e-05,0.0,0.001673,0.0,0.008295
2023,2023-09-03,Firozpur,0.001671,0.0,0.003377,0.0,0.009998
2023,2023-09-03,Gurdaspur,0.00048,0.0,0.002186,0.0,0.008807
2023,2023-09-03,Hoshiarpur,0.001187,0.0,0.002892,0.0,0.009513
2023,2023-09-03,Jalandhar,0.001248,0.0,0.002953,0.0,0.009574
2023,2023-09-03,Kapurthala,0.002294,0.000588,0.003999,0.0,0.01062
2023,2023-09-03,Ludhiana,0.000289,0.0,0.001994,0.0,0.008615
2023,2023-09-03,Mansa,-2.8e-05,0.0,0.001677,0.0,0.008298
2023,2023-09-03,Moga,0.00132,0.0,0.003025,0.0,0.009646
2023,2023-09-03,Muktsar,-1.4e-05,0.0,0.001691,0.0,0.008312
2023,2023-09-03,Nawanshahr,0.00033,0.0,0.002036,0.0,0.008657
2023,2023-09-03,Patiala,7.7e-05,0.0,0.001782,0.0,0.008404
2023,2023-09-03,Rupnagar,0.000112,0.0,0.001817,0.0,0.008438
2023,2023-09-03,Sahibzada Ajit Singh Nagar,-2.3e-05,0.0,0.001682,0.0,0.008303
2023,2023-09-03,Sangrur,1.3e-05,0.0,0.001718,0.0,0.008339
2023,2023-09-03,Tarn Taran,0.002523,0.000818,0.004228,0.0,0.01085
2023,2023-09-13,Amritsar,0.000335,0.0,0.00204,0.0,0.008661
2023,2023-09-13,Barnala,-6e-06,0.0,0.0017,0.0,0.008321
2023,2023-09-13,Bathinda,4e-06,0.0,0.001709,0.0,0.00833
2023,2023-09-13,Faridkot,4e-06,0.0,0.001709,0.0,0.00833
2023,2023-09-13,Fatehgarh Sahib,1e-06,0.0,0.001707,0.0,0.008328
2023,2023-09-13,Firozpur,0.001234,0.0,0.00294,0.0,0.009561
2023,2023-09-13,Gurdaspur,0.000201,0.0,0.001906,0.0,0.008527
2023,2023-09-13,Hoshiarpur,0.000267,0.0,0.001973,0.0,0.008594
2023,2023-09-13,Jalandhar,0.001335,0.0,0.003041,0.0,0.009662
2023,2023-09-13,Kapurthala,0.001767,6.2e-05,0.003473,0.0,0.010094
2023,2023-09-13,Ludhiana,0.000453,0.0,0.002159,0.0,0.00878
2023,2023-09-13,Mansa,6.8e-05,0.0,0.001773,0.0,0.008394
2023,2023-09-13,Moga,0.000165,0.0,0.00187,0.0,0.008491
2023,2023-09-13,Muktsar,2.7e-05,0.0,0.001733,0.0,0.008354
2023,2023-09-13,Nawanshahr,0.00044,0.0,0.002145,0.0,0.008766
2023,2023-09-13,Patiala,7.3e-05,0.0,0.001779,0.0,0.0084
2023,2023-09-13,Rupnagar,4e-06,0.0,0.001709,0.0,0.00833
2023,2023-09-13,Sahibzada Ajit Singh Nagar,-6e-06,0.0,0.0017,0.0,0.008321
2023,2023-09-13,Sangrur,5.2e-05,0.0,0.001757,0.0,0.008378
2023,2023-09-13,Tarn Taran,0.002039,0.000334,0.003744,0.0,0.010365
2023,2023-09-23,Amritsar,0.000337,0.0,0.002042,0.0,0.008663
2023,2023-09-23,Barnala,-3e-06,0.0,0.001702,0.0,0.008323
